0.0	0.0
5.0	0.0
5.0	5.0
0.0	5.0
2.5	2.5
0.0	2.5
2.5	0.0
5.0	2.5
2.5	5.0
3.75	1.25
1.25	3.75
3.75	3.75
2.5	1.25
3.75	0.0
5.0	1.25
4.375	1.875
4.375	0.625
4.0625	2.8125
3.203125	3.046875
2.7294921875	3.9794921875
3.3642578125	2.1142578125
2.7392578125	1.875
1.25	5.0
1.9171333312988281	4.332866668701172
1.25	1.875
3.125	0.625
0.0	3.75
0.625	3.125
0.7291666666666667	2.3958333333333335
0.0	1.25
1.25	0.0
0.625	4.375
1.875	0.625
1.7708333333333333	1.3541666666666667
0.625	0.625
0.7291666666666666	1.3541666666666665
2.0736746651785714	3.3236746651785714
1.3988204046367918	2.863521962567161
1.8215406038370436	2.294418792325913
5.0	3.75
4.375	3.4375
3.75	5.0
3.125	5.0
3.3439763729784366	4.3282381864892185
4.375	4.375
