K,α,c,p,q,D,γ,ρ,σ,μspde
0.008487424935064554,1.793175877395332,0.004303486916465896,1.1188478586012434,1.9275309120460513,0.012387377276920726,0.24510673768626973,1.0394513233448324,1.283353326251574,-1.2951749688231622
0.008935560926197482,1.8519588140089454,0.005119420750080631,1.0945193518915095,1.9536538314787057,0.012304033806354007,0.24969877559772335,0.26415636740502796,1.0475101177623258,-1.2920956281086504
0.007998115994708455,1.8663071092055963,0.0061261338385532205,1.1353110124449879,1.8858251506976997,0.011864618221826153,0.24042069866378163,1.043079203376645,1.355665975380048,-1.503767406858041
0.009284578958709369,1.8319782990039448,0.00708583719738633,1.142403304301189,2.0567345156747456,0.013116909208696835,0.2528745935641691,1.013577031547838,1.403056026866981,-1.5625308518898287
0.00938999808597949,1.8138166915041032,0.007939279435413267,1.1445627351038685,1.9828782831347098,0.012119983493046306,0.27147531847368683,1.0295633167929499,1.2992810665001746,-1.5556315623392243
0.010756895993040123,1.7413387564198757,0.008002524709315943,1.143029029765336,1.9586885583788536,0.013167496411673285,0.2251780619916178,0.3299289258980489,1.3754259490594871,-1.2888376048405403
0.009766948037818976,1.788194819903934,0.00877586888308636,1.1558246046693585,1.858449270167088,0.012647233582511776,0.2285276533670607,0.4054862631682487,1.2263289136791014,-1.3883749416991622
0.010017023938791069,1.8585938256122307,0.010252182414298351,1.1835833384288756,1.8077869704196028,0.012131809509068572,0.22936179417320018,0.5414382758506319,1.378202902352974,-1.1725706432964547
0.011051515420649909,1.7372647769403238,0.010075821887859146,1.1583036497449983,1.761163894410733,0.010599973957814732,0.22444951087450815,0.7303862892027814,1.4443849738164345,-1.246948919381089
0.009783116744790711,1.768016712793562,0.008904056369221395,1.1851389935920362,1.786296516567569,0.011884607542212261,0.22123302586576907,0.6978282623859249,1.2143174349879169,-0.9228337401577819
0.008819339491103651,1.8181363757367182,0.009253348424792375,1.1996939400431086,1.8565284261093817,0.012439161323236645,0.2144581337864514,1.0397371439055632,1.3662922517867826,-0.6967465544134254
0.008199385760017315,1.8752944278493229,0.009069171131909517,1.182382067644008,1.9268316594824222,0.012810662558231123,0.22005205175248455,0.28228091685052176,1.3464342382932035,-0.5140581548268112
0.00896862881774545,1.8261251171270856,0.009402937618075797,1.1865213775275059,1.9294936300305867,0.012416169242405777,0.23266287788804857,0.8768522726843905,1.2806489075389444,-0.20795845959730386
0.008543540472622601,1.835782179428186,0.008956793260764541,1.1736007009445428,2.016459655824138,0.013036451256103832,0.25827773459573283,0.7792590434286195,1.325150443790793,-0.26206703815723065
0.009006920132750574,1.8574429555054732,0.008576700450548506,1.166288521655089,1.895258298118262,0.011297693353808945,0.24725385673280645,0.8782100301954721,1.3527971189603207,-0.21534078480863944
0.008919139712697753,1.8332601483897801,0.007958417775075909,1.147274067704462,1.9416191853007845,0.011632285774687874,0.24687497444338433,0.7927969889958082,1.135264834531868,-0.49875086439781635
0.009205450978411401,1.7931927274428314,0.007303444038636629,1.1390507746632554,1.9561034730079234,0.012195053739216597,0.24619254900925433,0.47387212491196734,1.2819531396850483,-0.484462891939458
0.0098845231192287,1.7476669486065923,0.00666718521550443,1.1565479223770165,1.8946322562416833,0.012248605231846798,0.21309668942681206,0.7431322915353822,1.4612788281994304,-0.3763953352528007
0.009546631550223984,1.7403048819951292,0.006627661136037868,1.1583254091624573,1.8644915650463616,0.011653958758800266,0.22013966190000187,0.8100925316824064,1.3144501703396672,-0.573569023447336
0.010187759951585237,1.7430157296652797,0.007430417373801642,1.1584787956802514,1.8354271212723916,0.011740691948390128,0.20637093188946048,0.41551281609952634,1.3527901367820783,-0.5836744968975547
0.009976551042821602,1.7591062910829103,0.007514929012741954,1.140733320123785,1.797623017861518,0.011943733080135436,0.22279839549900934,0.459594375664346,1.2807856537792628,-0.4695552153509393
0.010925180237305335,1.704925580767091,0.007635215771382628,1.1336597479877646,1.8653187287416728,0.012429010956069846,0.23936788718408247,0.988637036270127,1.6284490099119613,-0.5396955688835714
0.010597064347072565,1.783713835441916,0.00774013065757287,1.139785187856438,1.838165103827896,0.011783001338616107,0.24874165705777598,0.8671185630929984,1.5338983842259735,-0.5331592767287266
0.011507494691707901,1.6760207840074153,0.00830282605346026,1.1383672080485818,1.8584148849968174,0.01309722607162104,0.21343693959090262,0.8791651671744314,1.2675478210631566,-0.3046757077818818
0.010928739243161395,1.6788416758662108,0.008543286736992305,1.1632749570713867,1.84974599013021,0.013256586869126553,0.18668658836682983,0.7267505651623234,1.2322594184282853,-0.37091683626532335
0.009361357301982903,1.8020579273383688,0.008198417612868911,1.1714698446947436,2.0056022944641,0.014877856406778668,0.19456306366045514,0.9413834232645414,1.4204313907430737,-0.39825479136551245
0.009581397587804276,1.7921450931774368,0.009409827457873823,1.1682378012029149,1.9100504542327492,0.01356200841942115,0.18853367085116582,0.6899225973993003,1.3607009311533653,-0.4241724882571463
0.009368065898848378,1.745407297512188,0.007806819935849639,1.1784446363294812,2.0648630217897086,0.015012119734915638,0.19162389312814124,1.1217710782610126,1.449722282374974,-0.45141804084569687
0.00969188602478474,1.7133188567878308,0.007580984911283527,1.1585725781854173,2.0357293414475603,0.014510092229917554,0.18958017087903953,1.0180563877505786,1.2151953220960672,-0.5370081385158286
0.009231777867041588,1.8279258282652484,0.008981543578983467,1.1706039086443454,2.098953789719065,0.016332612797259415,0.1893565379031087,0.5907625655758458,1.2716910235812613,-0.5528532625955205
0.009454532030237342,1.760539810533487,0.00926415710319488,1.1777750147293826,1.8971094222724085,0.01289586555959143,0.20005960937556802,0.9139713066059467,1.5394042789910665,-0.41745356399706474
0.008572032923145931,1.8257726553763762,0.009473001953703323,1.1901445810994706,2.00675216635144,0.013521513655129018,0.23575110055188905,0.9168242538522416,1.2035642453522744,-0.4768417342012074
0.009906651036096887,1.756129212006348,0.008697186899955186,1.1435015119681833,1.9607161257352674,0.013500938256074832,0.2289445853415983,0.42617431179901183,1.40441470219364,-0.417354634275706
0.010113441098111698,1.7629405666507774,0.0076617052132841095,1.138390167895138,2.1777063718751593,0.015027666368056506,0.22497714064703878,0.6841691443583691,1.2007638381324501,-0.47343465143826674
0.008633952096942395,1.797683263560671,0.008525475941064254,1.1454203384876815,2.304729056884717,0.015610822504954894,0.23860365495711533,0.8354550163078079,1.2524781833298173,-0.4023458991260654
0.009379203648509435,1.7803158836423247,0.007978126505800156,1.1617714026117016,2.066768645792061,0.013575810149417493,0.2232867923631081,0.46771880019508655,1.400643229895647,-0.31426216312385363
0.00872315199126446,1.8478056389078878,0.007701432878078998,1.155977891338865,2.1416087516042857,0.014449381740005377,0.22063121345331638,0.5958590429901827,1.3259927913055072,-0.39591673607189615
0.008142374052348796,1.8764550521153163,0.007173331493194741,1.172397060934834,2.115818047631529,0.015262688679475717,0.2196379779946386,0.9230235765052367,1.4052528465158676,-0.28353960991179644
0.008830066226578533,1.8182604537209122,0.0067193765921542735,1.1308059949647573,2.154458954334018,0.014146296127840616,0.22720682060906688,0.7185095225630574,1.3501605508697625,-0.17434012233499677
0.009798410425601848,1.7920304754766325,0.006673410716338233,1.1171575599876475,2.1399926410369545,0.014351662936031028,0.244348150804037,0.924758839900641,1.5028912634793437,-0.16444276948191633
0.00981264211162201,1.7636025873581078,0.006750986794026185,1.161164612955449,2.14492358572583,0.014868629472394848,0.2372575508346387,0.8171913091590081,1.2307712769840389,-0.33112011791174256
0.010235075547704309,1.6965694851756632,0.00634332475598636,1.1377053257788536,2.1035946101177054,0.014561427466922697,0.22971708721826956,0.7088325775018394,1.3138376412856916,-0.07277884721408988
0.010524451019168695,1.610569382166318,0.005708078231774578,1.1475194192640679,2.1605737729042835,0.015801193493003778,0.21271230494035093,0.8741953507411712,1.289484403997997,0.196340104559293
0.0107773029819209,1.6336550281996711,0.006113145822473,1.1408514644204104,2.1476051353068493,0.015878704230406295,0.2133391036154347,0.38938512255456253,1.2763907987512089,-0.26822688492214747
0.00969116361960559,1.7499966870777233,0.0059203393874061195,1.1226426314633566,2.000414104758721,0.014259474218225553,0.21598168715437338,0.31654358360245616,1.4328719256682085,-0.11024503764703161
0.009521339648010886,1.728141958224068,0.007271280052038677,1.1825612560126844,1.9857489240557926,0.012472977248189198,0.24587238729016989,0.921639748035662,1.4829184832083053,-0.30317095302288505
0.0100069111516415,1.675716788495159,0.007880853468376227,1.1563462375104976,1.9731392369311949,0.011812155680437303,0.26297426483981473,0.1381465500871296,1.2227085498620391,-0.19242986600767928
0.011428372438952198,1.6820597200867193,0.009097156072290375,1.1651439965243156,1.9094642766444376,0.012134303082499796,0.25101612085094843,0.7211579399833504,1.1152027802536693,-0.17835295996892422
0.010564366519739684,1.734213259180017,0.00895144593935324,1.156478129491649,1.9781179501736048,0.011755708784366237,0.2664111553612717,0.65410641408858,1.2481268967655477,-0.6175021273025996
0.01035634089817372,1.7330030356406656,0.008236826783507335,1.1344122212897088,1.9477590451322835,0.012637561569103416,0.2250793254838749,0.7607744035897273,1.3428972162275707,-0.7394059059434995
0.00964269651059006,1.7538188856368129,0.00848443875458254,1.1552067486236404,1.7995695752842455,0.011033486054027545,0.22106793542362174,0.6404674613622662,1.3161659978427431,-0.5025094889911011
0.009543016365699276,1.7117313345793757,0.00792557871629059,1.1814066166471693,1.810664174327149,0.012652253979242597,0.18894915364897708,0.3621890575943677,1.1785849301562983,-0.5343243907341808
0.009745958203014108,1.7451657043397428,0.008029998634841619,1.1495538602733142,1.916566382073924,0.013895969060083333,0.19593362310947074,0.40348106897590624,1.629871965128431,-0.4872206545277912
0.010146389420332766,1.6658271116846624,0.00838763882502108,1.183377632766327,1.8210470204778217,0.012752714722469671,0.18139754790063403,0.7644005907633996,1.2093306135238497,-0.16788162114379074
0.01028432246020003,1.7803235852248354,0.009552181843849258,1.1786409773759612,1.8446433894556844,0.013699788106527337,0.17639579998134666,0.43550768672553847,1.1701940279575263,-0.18965598224396893
0.010778429324894674,1.77095351543765,0.011417573407833791,1.1610591350359616,1.826350888814758,0.013326684369980819,0.17878166027278186,0.9359633489548264,1.460100115082551,-0.2988805617039965
0.010144076689678459,1.79438775005732,0.011249404818749167,1.1844870914062702,2.0196947973251436,0.014561382669990984,0.22036071504832574,0.8909577629227144,1.357011410038457,-0.4862285501901287
0.00984913299819912,1.7362762467745039,0.011291971302897075,1.190771943400105,1.9772274471305142,0.013694468123705233,0.22101980469515614,0.9117786632930299,1.254194237501198,-0.7491989994297732
0.010388477534287061,1.733679227762897,0.010442408517416037,1.2134535228253642,1.8569398222001432,0.013462421372849549,0.22132425675603196,1.1498691294785583,1.7024128534743452,-0.6088296383019567
0.01003853595640609,1.756254309674729,0.009972601637614221,1.1771906774483063,1.8508012117897745,0.01323725536711158,0.19803792293886036,0.7957467193956467,1.2206178018267582,-0.41775425777171316
0.010049438619525218,1.7405021561428404,0.010325071992148552,1.1734910880002303,1.8901171237268601,0.013537241093928854,0.1921408890197255,0.5680484953786924,1.2907040854092853,-0.7858039160280987
0.009698894543778452,1.75801528228281,0.009026838152093868,1.185433982534595,1.9543485438867525,0.012648633016851929,0.21219826642582218,0.46891033141835065,1.176654444519614,-0.7190489670947108
0.008696455756323778,1.8177976245130816,0.009116490726071241,1.182977140580297,1.879074001660574,0.012942666984851654,0.19427857844272065,0.8516159451170465,1.2822770310247618,-0.6195492018492257
0.008542682785596094,1.8413433993378485,0.0094997365626869,1.1819049732130023,1.9604220857693735,0.014256121409316522,0.17888306196803763,0.8868624179115127,1.1106808679011664,-0.6080196419512318
0.009090601799373686,1.8402636523152593,0.010681119634656771,1.1929125188240524,2.0089904434240125,0.015893354677725423,0.1845612974307583,0.7499523811618044,1.4000263615098478,-0.6574577533903135
0.009290905003900955,1.847093973534965,0.010668656472853998,1.1745385800418966,2.088864937521142,0.015565455522480514,0.21716959091796822,0.72433063507084,1.2202325276067716,-1.083910923595046
0.008828021827689105,1.7881472891983352,0.010156384172924854,1.177639328509562,2.142621770949802,0.01569786117302411,0.2018424082192751,0.434724842498323,1.250054525182814,-0.5192973474539189
0.009380996822220634,1.728609157737227,0.008623495207739392,1.1722394323693834,2.2099815200032933,0.015666607646005297,0.20130979675148183,0.9499929463773036,1.2564049241099913,-0.42767703963434833
0.009167748366942202,1.7848974556205466,0.008926877757607084,1.1667712669944728,1.8871115000098546,0.012565459774102797,0.20747029599533998,0.7170575683075335,1.4058334679078281,-0.47641047602400705
0.009388103586666178,1.7842808659310647,0.009078521307348653,1.155487614161467,1.8925425707740553,0.014017815135906048,0.18941559556064055,0.8772586796565432,1.1842453093614829,-0.9482153889278776
0.010011995662360938,1.8104815035618869,0.009402378394185174,1.1515148074637578,1.9363519546913828,0.014529332204396126,0.20804243859697485,0.6484344120412437,1.2584378801233174,-0.8435585633663308
0.010375886731739467,1.8063082372579242,0.009251451568723604,1.1476969819246237,1.920151360127171,0.014599355233878545,0.2059212073130744,1.1046101632390317,1.5883873632272465,-0.6362210844048417
0.009690700602925382,1.8151073912311684,0.009161123384171785,1.1331868209817195,1.977286715334002,0.014377238057129928,0.21999804871221032,1.1046101632390317,1.5883873632272465,-0.6362210844048417
0.009882612902015898,1.8094016962223742,0.009063564821951796,1.1528211109968947,1.948853741604477,0.014003022429477313,0.22914422436950946,0.6960323065029758,1.3337818534958759,-0.5812668156807268
0.010810504791227526,1.721117411249568,0.00985597625549406,1.1704389683607752,1.9622399671080348,0.014587896661611517,0.2173623011175502,0.5392468354291495,1.2305714790780153,-0.23308679572996838
0.010725589322807894,1.7026713690102255,0.009256840539684667,1.1837112627765345,1.8946070773699653,0.012652801987386036,0.21544234853764957,0.8176317992256894,1.2428861825480302,-0.470131067382469
